ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
8048,F,Ship,6,excellent,301,5,low,M,8,1443,no
8049,A,Ship,7,ok,245,4,medium,F,10,1610,yes
8050,B,Ship,2,bad,168,2,medium,F,2,1227,yes
8051,C,Ship,6,worst,295,4,low,M,10,1600,no
8052,F,Ship,6,good,299,4,low,M,9,1527,no
8053,D,Ship,6,good,253,4,medium,M,9,1488,no
8054,F,Ship,7,good,269,4,medium,M,5,1073,no
8055,A,Ship,5,worst,267,5,medium,F,10,1818,no
8056,B,Ship,3,excellent,212,3,medium,M,7,4411,yes
8057,C,Road,5,ok,258,3,medium,F,1,5719,no
8058,F,Road,4,ok,136,3,low,M,6,4911,yes
8059,D,Road,3,worst,101,2,medium,F,1,5560,no
8060,F,Road,5,bad,191,4,low,F,3,5578,no
8061,A,Road,5,excellent,186,4,low,M,3,4287,no
8062,B,Road,4,good,104,5,low,F,7,5590,no
8063,C,Road,4,ok,201,4,medium,F,3,4797,no
8064,F,Road,3,bad,235,2,medium,F,10,4172,no
8065,D,Road,4,good,271,6,high,M,3,5204,no
8066,F,Road,2,ok,133,4,low,F,5,5989,yes
8067,A,Road,3,worst,256,4,low,M,6,4814,yes
8068,B,Road,3,worst,225,2,low,F,2,4438,yes
8069,C,Road,5,ok,202,3,low,M,4,4134,yes
8070,F,Road,4,good,214,3,medium,F,1,4717,no
8071,D,Road,6,ok,217,6,medium,M,3,4209,no
8072,F,Road,4,worst,241,2,low,M,3,5672,no
8073,A,Road,2,ok,263,3,low,M,10,5997,no
8074,B,Road,4,bad,273,2,low,F,9,4221,no
8075,C,Road,4,good,199,3,low,F,9,5016,no
8076,F,Road,4,worst,198,4,medium,F,9,5382,no
8077,D,Road,2,good,101,6,low,F,6,5080,yes
8078,F,Road,4,good,155,4,low,F,10,5483,yes
8079,A,Flight,2,worst,155,2,low,M,2,5661,yes
8080,B,Flight,4,ok,117,3,medium,F,4,4666,no
8081,C,Flight,3,bad,262,2,low,M,5,5747,yes
8082,F,Flight,5,good,142,3,low,F,8,5468,yes
8083,D,Flight,4,good,115,3,medium,M,7,4609,no
8084,F,Flight,4,good,175,3,low,F,6,4600,yes
8085,A,Flight,2,excellent,239,2,low,F,9,5363,yes
8086,B,Flight,4,worst,171,2,low,M,3,4271,no
8087,C,Flight,4,good,174,3,low,M,8,4348,no
8088,F,Flight,4,worst,164,3,high,F,1,5492,no
8089,D,Flight,3,bad,262,2,medium,M,4,5738,no
8090,F,Flight,3,excellent,262,2,medium,F,7,4422,yes
8091,A,Flight,3,worst,245,3,low,F,4,5449,no
8092,B,Flight,3,good,184,3,low,F,2,4875,no
8093,C,Flight,5,worst,231,2,low,M,10,4892,yes
8094,F,Flight,5,worst,226,4,high,F,2,5600,no
8095,D,Flight,4,worst,211,3,medium,F,2,5851,no
8096,F,Flight,4,bad,266,5,medium,M,3,4578,no
8097,A,Flight,4,bad,216,3,low,M,4,4309,yes
8098,B,Flight,4,ok,153,3,low,M,5,5743,yes
8099,C,Flight,2,bad,242,3,high,M,9,4717,no
8100,F,Flight,5,worst,282,5,low,M,6,5182,yes
8101,D,Ship,4,worst,165,3,medium,F,10,4574,no
8102,F,Ship,3,worst,146,3,medium,M,9,4944,yes
8103,A,Ship,5,ok,113,3,medium,F,5,4743,no
8104,B,Ship,3,bad,161,3,medium,F,1,5757,no
8105,C,Ship,2,bad,219,2,medium,M,8,4518,no
8106,F,Ship,4,bad,237,2,low,F,1,5261,no
8107,D,Ship,4,ok,246,3,low,M,5,4384,no
8108,F,Ship,3,good,229,6,medium,F,3,5471,no
8109,A,Ship,3,ok,195,3,low,M,1,4224,no
8110,B,Ship,4,ok,160,2,low,M,5,4522,yes
8111,C,Ship,3,excellent,144,2,medium,M,6,5983,no
8112,F,Ship,3,ok,217,4,medium,F,3,5602,no
8113,D,Ship,3,good,240,3,high,F,6,4412,no
8114,F,Ship,3,bad,210,3,medium,M,8,4011,no
8115,A,Ship,4,bad,249,3,low,F,9,5459,yes
8116,B,Ship,4,worst,178,3,high,M,3,5520,yes
8117,C,Ship,6,good,224,4,low,F,6,4493,no
8118,F,Ship,3,worst,142,3,medium,F,10,4915,yes
8119,D,Ship,4,excellent,163,2,medium,F,10,5529,yes
8120,F,Ship,4,worst,261,4,medium,F,10,4632,no
8121,A,Ship,3,good,151,3,medium,M,5,4767,yes
8122,B,Ship,4,bad,197,2,medium,M,3,4715,yes
8123,C,Ship,6,ok,155,2,medium,F,1,4182,yes
8124,F,Ship,3,excellent,152,4,medium,M,2,4809,no
8125,D,Ship,4,excellent,275,6,low,M,3,5008,no
8126,F,Ship,3,worst,102,4,medium,F,4,5936,yes
8127,A,Ship,4,worst,285,2,low,M,4,4401,no
8128,B,Ship,4,excellent,248,2,medium,M,10,4366,yes
8129,C,Ship,3,good,274,3,low,F,7,5036,yes
8130,F,Ship,4,good,104,4,low,M,6,4323,yes
8131,D,Ship,5,good,176,3,medium,M,10,5456,no
8132,F,Ship,5,good,237,3,medium,F,1,4369,no
8133,A,Ship,4,good,247,2,medium,M,9,5095,no
8134,B,Ship,5,excellent,212,5,low,F,6,4463,no
8135,C,Ship,4,excellent,226,2,low,M,1,4532,no
8136,F,Ship,6,bad,213,2,medium,F,7,5415,no
8137,D,Ship,4,ok,177,3,low,M,1,5282,no
8138,F,Ship,4,excellent,235,4,medium,M,6,4633,yes
8139,A,Ship,3,good,263,3,medium,F,2,5741,yes
8140,B,Ship,3,ok,181,3,low,F,10,5337,no
8141,C,Ship,3,bad,178,2,medium,F,2,4122,no
8142,F,Ship,3,excellent,243,3,medium,F,4,4130,yes
8143,D,Ship,3,ok,230,3,medium,F,2,4742,yes
8144,F,Ship,4,ok,106,2,medium,F,6,5867,no
8145,A,Ship,4,excellent,266,3,medium,F,2,4867,no
8146,B,Ship,5,bad,284,4,low,M,1,4171,yes
8147,C,Ship,2,excellent,233,3,low,M,9,4751,yes
8148,F,Ship,3,ok,200,3,high,F,2,4777,yes
8149,D,Ship,3,bad,176,2,medium,F,1,5292,no
8150,F,Ship,5,worst,279,5,medium,M,4,4405,yes
8151,A,Ship,3,ok,164,3,high,M,9,5070,no
8152,B,Ship,4,ok,163,3,low,F,10,5002,yes
8153,C,Ship,4,excellent,254,3,medium,F,3,4404,no
8154,F,Ship,5,good,234,3,low,F,2,4269,no
8155,D,Ship,4,worst,191,3,low,F,8,4021,yes
8156,F,Ship,3,ok,224,3,medium,F,5,4214,yes
8157,A,Ship,3,worst,250,2,low,F,5,4232,no
8158,B,Ship,4,excellent,101,6,medium,M,8,4146,no
8159,C,Ship,3,bad,227,3,medium,M,6,5058,no
8160,F,Ship,3,worst,173,2,medium,F,4,5521,no
8161,D,Ship,4,ok,209,5,medium,M,6,4384,no
8162,F,Ship,3,excellent,241,3,low,F,4,4132,no
8163,A,Ship,5,excellent,257,3,medium,F,9,5972,no
8164,B,Ship,5,worst,146,3,high,F,3,4345,yes
8165,C,Ship,2,ok,129,5,medium,M,3,5444,yes
8166,F,Ship,3,good,285,3,low,M,9,4768,yes
8167,D,Ship,3,worst,133,3,low,F,5,5213,yes
8168,F,Ship,4,bad,185,3,low,M,1,4786,no
8169,A,Ship,5,excellent,193,4,medium,M,8,5714,no
8170,B,Ship,5,good,228,6,medium,M,5,4974,yes
8171,C,Ship,3,ok,179,2,low,M,5,5058,no
8172,F,Ship,4,bad,224,3,low,F,9,4896,no
8173,D,Ship,3,bad,279,6,medium,M,1,5855,no
8174,F,Ship,4,bad,181,3,medium,M,4,5717,no
8175,A,Ship,5,excellent,198,2,medium,M,9,4526,no
8176,B,Ship,3,excellent,193,3,medium,F,4,5817,no
8177,C,Ship,5,good,184,3,low,F,1,4208,yes
8178,F,Ship,5,bad,139,3,low,M,9,5920,no
8179,D,Ship,5,ok,210,3,low,M,5,4560,yes
8180,F,Ship,4,ok,225,2,low,M,2,4520,yes
8181,A,Ship,3,worst,189,2,low,F,5,4738,no
8182,B,Ship,4,excellent,164,4,low,F,4,5736,no
8183,C,Ship,3,excellent,196,3,low,M,1,5303,yes
8184,F,Ship,5,ok,246,2,medium,F,1,4533,no
8185,D,Ship,4,good,188,4,low,F,10,4571,yes
8186,F,Ship,3,ok,250,2,medium,F,4,4380,no
8187,A,Ship,4,bad,156,4,medium,F,2,5795,yes
8188,B,Ship,3,worst,218,4,low,M,6,5480,yes
8189,C,Ship,5,excellent,172,2,low,M,5,5791,no
8190,F,Ship,3,worst,259,2,low,F,3,4380,no
8191,D,Ship,3,ok,231,3,medium,F,9,4623,yes
8192,F,Ship,5,bad,224,3,high,M,4,4271,no
8193,A,Ship,4,excellent,201,3,low,M,7,4048,no
8194,B,Road,4,bad,189,2,medium,M,5,4374,no
8195,C,Road,5,good,265,3,medium,M,10,4565,no
8196,F,Road,3,excellent,147,3,medium,M,5,5357,yes
8197,D,Road,4,good,195,3,low,F,6,5783,no
8198,F,Road,4,excellent,216,3,medium,F,7,5891,no
8199,A,Road,4,bad,148,2,low,M,5,4031,no
8200,B,Road,5,good,180,4,medium,F,7,4200,yes
8201,C,Road,3,ok,169,3,low,F,7,5976,no
8202,F,Road,3,good,200,3,low,F,7,5400,no
8203,D,Road,3,ok,255,2,low,F,10,5632,no
8204,F,Road,4,ok,238,2,low,F,1,4051,no
8205,A,Road,3,good,163,3,medium,M,5,5088,yes
8206,B,Road,4,excellent,177,3,medium,M,7,4031,yes
8207,C,Road,4,excellent,206,3,medium,M,5,5785,yes
8208,F,Road,3,good,175,3,low,F,2,5272,no
8209,D,Road,5,excellent,247,2,medium,M,5,4250,no
8210,F,Road,4,ok,152,4,medium,F,4,5809,no
8211,A,Road,4,good,162,3,low,F,8,5394,no
8212,B,Road,3,good,206,3,medium,F,5,5915,no
8213,C,Road,3,good,186,4,low,F,6,5540,no
8214,F,Road,4,excellent,179,3,low,F,4,4487,no
8215,D,Road,3,excellent,172,3,medium,F,7,4929,no
8216,F,Flight,3,ok,158,2,medium,M,7,4865,no
8217,A,Flight,6,excellent,143,5,high,M,9,4060,no
8218,B,Flight,5,ok,171,3,medium,F,7,4994,no
8219,C,Flight,4,bad,175,3,high,M,4,4426,no
8220,F,Flight,4,excellent,173,3,medium,F,8,4040,yes
8221,D,Flight,4,good,268,3,medium,M,10,4531,no
8222,F,Flight,4,excellent,232,3,low,F,8,5923,no
8223,A,Flight,4,bad,203,4,medium,F,9,4217,no
8224,B,Flight,3,good,140,3,low,M,3,5300,no
8225,C,Flight,3,good,138,3,medium,F,10,4327,yes
8226,F,Flight,5,worst,262,3,medium,M,9,5146,no
8227,D,Flight,4,worst,245,3,low,F,9,4024,yes
8228,F,Flight,3,good,224,3,low,F,10,4806,yes
8229,A,Flight,3,good,186,2,low,F,4,4585,no
8230,B,Flight,4,bad,282,4,medium,M,5,5422,yes
8231,C,Flight,5,worst,266,3,low,M,8,4786,yes
8232,F,Flight,4,bad,256,4,low,F,7,5571,no
8233,D,Flight,3,ok,155,3,medium,F,7,5464,no
8234,F,Flight,2,good,142,3,high,M,2,5700,no
8235,A,Flight,6,ok,229,8,medium,M,6,4600,no
8236,B,Flight,4,ok,211,8,medium,F,6,5583,no
8237,C,Flight,5,worst,264,6,high,F,4,5337,no
8238,F,Ship,6,worst,217,4,medium,M,3,5571,no
8239,D,Ship,5,ok,145,3,low,M,3,4077,yes
8240,F,Ship,3,bad,185,4,low,M,6,5854,no
8241,A,Ship,4,good,221,10,high,M,6,5582,yes
8242,B,Ship,4,excellent,208,3,low,F,8,4632,no
8243,C,Ship,4,excellent,260,2,medium,M,2,5368,no
8244,F,Ship,4,good,177,7,low,F,3,5646,yes
8245,D,Ship,4,worst,144,4,low,F,10,4175,no
8246,F,Ship,3,excellent,174,2,low,F,4,5692,no
8247,A,Ship,3,bad,215,4,high,M,1,4158,no
8248,B,Ship,4,excellent,270,10,medium,M,9,5085,yes
8249,C,Ship,3,good,209,2,high,M,10,4540,no
8250,F,Ship,5,worst,103,5,low,F,10,5413,yes
8251,D,Ship,5,worst,184,3,low,F,10,4674,yes
8252,F,Ship,5,ok,226,2,high,F,6,5033,no
8253,A,Ship,5,bad,158,3,low,M,4,4324,no
8254,B,Ship,3,bad,274,2,high,M,2,5029,no
8255,C,Ship,3,good,245,3,medium,F,7,5429,no
8256,F,Ship,5,ok,254,6,low,M,8,1932,no
8257,D,Ship,5,ok,252,5,low,M,2,1312,yes
8258,F,Ship,6,good,254,4,low,M,2,1174,no
8259,A,Ship,4,ok,263,5,low,F,10,1762,no
8260,B,Ship,5,worst,256,5,low,F,5,1970,no
8261,C,Ship,6,excellent,264,4,medium,F,9,1922,yes
8262,F,Ship,4,bad,237,5,low,M,6,1734,yes
8263,D,Ship,4,worst,226,5,medium,F,2,1912,no
8264,F,Ship,7,worst,289,4,low,F,4,1543,yes
8265,A,Ship,7,worst,281,4,low,F,9,1235,no
8266,B,Ship,5,excellent,258,5,low,M,6,1068,yes
8267,C,Ship,6,good,263,4,low,M,3,1276,no
8268,F,Ship,5,ok,245,5,low,F,1,1605,no
8269,D,Ship,7,ok,296,4,medium,F,7,1427,no
8270,F,Ship,7,good,286,4,low,M,3,1262,yes
8271,A,Ship,6,ok,252,2,low,M,6,1470,yes
8272,B,Ship,6,excellent,301,4,low,F,4,1707,yes
8273,C,Ship,7,good,290,4,low,F,10,1886,yes
8274,F,Ship,7,bad,247,4,medium,F,9,1096,yes
8275,D,Ship,3,worst,138,3,medium,F,2,4766,yes
8276,F,Ship,5,good,262,3,medium,F,6,4428,no
8277,A,Ship,4,bad,245,3,low,F,5,5226,no
8278,B,Ship,3,worst,224,3,low,F,1,4862,yes
8279,C,Ship,3,worst,186,2,low,F,1,5054,yes
8280,F,Ship,4,worst,282,4,medium,M,10,5065,no
8281,D,Ship,5,good,266,3,low,M,2,5260,yes
8282,F,Ship,4,excellent,256,4,low,F,8,5244,yes
8283,A,Ship,3,worst,155,3,medium,F,7,5709,no
8284,B,Ship,2,excellent,142,3,high,M,10,5174,no
8285,C,Ship,6,excellent,229,8,medium,F,2,4271,yes
8286,F,Ship,4,ok,211,8,medium,F,3,4550,no
8287,D,Ship,5,excellent,264,6,high,M,8,4644,yes
8288,F,Ship,6,good,217,4,medium,F,4,4247,yes
8289,A,Ship,5,good,145,3,low,M,2,4492,yes
8290,B,Ship,3,excellent,185,4,low,M,9,5704,no
8291,C,Ship,4,excellent,221,10,high,M,9,4646,no
8292,F,Ship,4,bad,208,3,low,M,8,4342,no
8293,D,Ship,4,good,260,2,medium,M,6,4474,no
8294,F,Ship,4,excellent,177,7,low,F,2,4299,no
8295,A,Ship,4,worst,144,4,low,M,8,4970,no
8296,B,Ship,3,ok,174,2,low,F,1,5556,no
8297,C,Ship,3,bad,215,4,high,M,2,4673,yes
8298,F,Ship,4,worst,270,10,medium,F,5,5494,yes
8299,D,Ship,3,good,209,2,high,F,5,4363,no
8300,F,Ship,5,worst,103,5,low,M,3,4966,no
8301,A,Ship,5,bad,184,3,low,F,4,4552,no
8302,B,Ship,5,ok,226,2,high,F,2,4219,no
8303,C,Ship,5,good,158,3,low,F,10,4670,yes
8304,F,Ship,3,worst,274,2,high,M,2,4352,no
8305,D,Ship,3,bad,245,3,medium,F,7,4121,no
8306,F,Ship,5,good,254,6,low,M,4,1850,yes
8307,A,Ship,5,good,252,5,low,M,9,1133,yes
8308,B,Ship,6,bad,254,4,low,F,9,1626,no
8309,C,Ship,4,worst,263,5,low,M,3,1777,no
8310,F,Ship,5,excellent,256,5,low,F,10,1333,yes
8311,D,Ship,6,ok,264,4,medium,M,5,1397,no
8312,F,Ship,4,worst,237,5,low,F,5,1041,no
8313,A,Ship,4,worst,226,5,medium,M,6,1723,no
8314,B,Ship,7,good,289,4,low,M,1,1657,no
8315,C,Ship,7,bad,281,4,low,F,6,1118,yes
8316,F,Ship,5,excellent,258,5,low,F,10,1719,yes
8317,D,Ship,6,excellent,263,4,low,M,10,1669,no
8318,F,Ship,5,ok,245,5,low,F,10,1112,no
8319,A,Ship,7,ok,296,4,medium,F,2,1304,yes
8320,B,Ship,7,ok,286,4,low,M,2,1712,yes
8321,C,Ship,6,excellent,299,4,low,F,1,1629,yes
8322,F,Ship,6,good,253,4,medium,M,10,1248,no
8323,D,Ship,7,excellent,269,4,medium,F,9,1835,no
8324,F,Ship,5,worst,267,5,medium,F,3,1194,yes
8325,A,Ship,5,good,226,5,medium,F,4,1518,no
8326,B,Ship,6,good,278,4,low,M,3,1141,yes
8327,C,Ship,4,good,232,5,medium,M,2,1386,no
8328,F,Ship,6,good,287,4,low,F,5,1972,yes
8329,D,Ship,4,bad,228,5,low,M,6,1718,no
8330,F,Ship,5,worst,232,5,low,M,4,1776,no
8331,A,Road,6,excellent,308,4,low,M,8,1569,yes
8332,B,Road,7,excellent,287,4,low,F,8,1748,no
8333,C,Road,6,ok,246,4,medium,F,8,1741,no
8334,F,Road,4,worst,262,6,low,M,1,1627,yes
8335,D,Road,6,good,275,4,low,M,10,1005,no
8336,F,Road,5,good,236,5,medium,F,2,1664,yes
8337,A,Road,5,bad,221,6,medium,M,2,1781,yes
8338,B,Road,5,good,271,5,low,M,4,1320,no
8339,C,Road,4,good,229,5,low,M,9,1361,no
8340,F,Road,5,worst,291,4,low,F,3,1663,yes
8341,D,Road,5,excellent,261,6,medium,F,1,1082,no
8342,F,Road,6,good,285,4,medium,F,10,1422,no
8343,A,Road,6,good,262,5,low,M,9,1369,no
8344,B,Road,4,excellent,219,5,low,M,2,1260,no
8345,C,Road,6,worst,302,4,low,F,1,1622,yes
8346,F,Road,4,good,269,5,medium,F,2,1473,no
8347,D,Road,5,good,260,5,low,M,10,1708,yes
8348,F,Road,7,bad,297,4,low,F,7,1383,yes
8349,A,Road,6,worst,278,4,medium,M,6,1576,no
8350,B,Road,5,ok,265,5,low,F,3,1005,yes
8351,C,Road,6,bad,286,4,low,F,5,1248,yes
8352,F,Road,6,bad,248,4,low,F,10,1563,yes
8353,D,Flight,6,excellent,302,4,low,F,7,1592,no
8354,F,Flight,6,worst,272,4,low,F,2,1018,no
8355,A,Flight,6,good,279,4,low,F,10,1462,yes
8356,B,Flight,4,bad,255,5,medium,M,2,1255,no
8357,C,Flight,5,good,245,5,medium,F,4,1771,yes
8358,F,Flight,4,excellent,247,5,medium,M,6,1737,no
8359,D,Flight,6,good,275,4,medium,F,5,1989,no
8360,F,Flight,6,ok,255,4,medium,F,8,1805,no
8361,A,Flight,6,bad,243,4,high,M,2,1665,yes
8362,B,Flight,4,worst,234,6,low,M,7,1711,no
8363,C,Flight,5,bad,276,6,medium,F,6,1043,no
8364,F,Flight,5,worst,228,5,low,F,7,1818,no
8365,D,Flight,5,excellent,232,6,low,M,2,1550,yes
8366,F,Flight,5,worst,248,4,low,F,6,1944,yes
8367,A,Flight,5,good,136,4,low,M,9,5469,no
8368,B,Flight,4,ok,240,3,low,F,8,4423,no
8369,C,Flight,4,good,147,3,medium,M,9,4534,yes
8370,F,Flight,4,worst,222,2,low,F,10,4714,yes
8371,D,Flight,3,ok,163,3,medium,M,5,5362,no
8372,F,Flight,5,good,254,3,low,F,4,5611,yes
8373,A,Flight,4,bad,246,3,medium,M,1,5113,no
8374,B,Flight,2,worst,168,4,low,M,6,4800,no
8375,C,Ship,4,worst,145,3,medium,M,8,4915,no
8376,F,Ship,5,bad,224,2,medium,M,8,4047,yes
8377,D,Ship,4,excellent,248,4,low,F,2,4427,no
8378,F,Ship,3,ok,212,2,low,M,2,5125,no
8379,A,Ship,5,excellent,268,3,low,F,8,5480,no
8380,B,Ship,4,worst,200,3,medium,F,5,4120,yes
8381,C,Ship,5,bad,246,3,low,F,9,5795,no
8382,F,Ship,4,ok,142,3,medium,M,1,4900,no
8383,D,Ship,4,ok,173,4,low,M,9,5672,no
8384,F,Ship,5,ok,156,4,medium,F,8,5868,no
8385,A,Ship,3,worst,223,2,low,M,8,5719,yes
8386,B,Ship,4,excellent,231,3,low,F,4,5174,yes
8387,C,Ship,2,good,264,3,low,F,1,5437,yes
8388,F,Ship,4,good,175,5,low,M,10,4498,yes
8389,D,Ship,2,good,149,5,medium,F,7,5541,no
8390,F,Ship,3,worst,226,2,low,M,7,4703,no
8391,A,Ship,3,worst,133,3,medium,F,5,4538,no
8392,B,Ship,5,bad,190,2,low,M,1,5005,no
8393,C,Ship,3,excellent,238,2,high,M,5,4052,no
8394,F,Ship,6,good,152,3,low,M,10,4376,yes
8395,D,Ship,3,good,249,3,high,F,10,5629,yes
8396,F,Ship,4,ok,181,2,low,F,4,5622,yes
8397,A,Ship,3,ok,239,2,medium,F,2,5625,no
8398,B,Ship,3,worst,167,3,medium,M,10,4341,yes
8399,C,Ship,3,excellent,246,3,medium,M,1,5650,yes
8400,F,Ship,5,worst,139,3,medium,F,1,5953,yes
8401,D,Ship,5,worst,150,4,low,F,1,5098,no
8402,F,Ship,3,ok,151,3,medium,F,1,5297,no
8403,A,Ship,4,worst,186,3,low,F,6,4758,no
8404,B,Ship,3,good,250,3,low,M,6,5565,no
8405,C,Ship,4,worst,162,3,medium,M,6,4343,yes
8406,F,Ship,5,ok,135,3,medium,F,5,4484,no
8407,D,Ship,3,worst,238,2,medium,M,5,4355,yes
8408,F,Ship,6,excellent,167,2,low,M,10,4013,yes
8409,A,Ship,4,worst,269,5,medium,M,3,4534,yes
8410,B,Ship,4,bad,187,2,medium,M,7,4470,yes
8411,C,Ship,3,ok,241,2,high,M,2,4836,yes
8412,F,Ship,3,bad,168,3,medium,M,10,4979,yes
8413,D,Ship,4,good,273,2,low,M,1,5759,yes
8414,F,Ship,4,ok,257,3,low,M,8,4447,yes
8415,A,Ship,5,worst,205,2,low,F,3,5682,yes
8416,B,Ship,4,worst,260,5,low,M,1,5559,yes
8417,C,Ship,2,worst,207,3,medium,F,10,5394,no
8418,F,Ship,3,worst,202,2,medium,M,7,4598,no
8419,D,Ship,5,worst,224,3,low,M,7,5870,yes
8420,F,Ship,5,worst,193,2,low,M,8,5184,no
8421,A,Ship,5,ok,199,3,low,F,3,4885,yes
8422,B,Ship,4,ok,187,4,low,M,9,5699,yes
8423,C,Ship,5,bad,208,3,low,M,6,4744,yes
8424,F,Ship,3,excellent,228,2,medium,F,3,5208,no
8425,D,Ship,3,ok,160,4,medium,F,7,5147,no
8426,F,Ship,3,worst,195,3,medium,F,3,5961,no
8427,A,Ship,3,good,240,2,medium,F,2,5661,no
8428,B,Ship,2,bad,271,4,medium,M,9,4066,no
8429,C,Ship,4,worst,236,3,low,F,8,4114,no
8430,F,Ship,3,bad,199,4,medium,F,1,5660,no
8431,D,Ship,3,worst,246,2,low,F,9,4947,no
8432,F,Ship,3,worst,250,4,low,F,8,4028,yes
8433,A,Ship,4,worst,188,2,low,M,10,5085,yes
8434,B,Ship,3,bad,256,3,low,M,1,4932,no
8435,C,Ship,3,excellent,147,3,medium,M,8,5272,yes
8436,F,Ship,3,ok,234,3,low,F,6,5652,no
8437,D,Ship,3,worst,247,4,low,F,8,5376,yes
8438,F,Ship,5,worst,267,4,low,M,5,5792,no
8439,A,Ship,6,excellent,246,5,high,F,3,4660,yes
8440,B,Ship,4,worst,284,4,low,F,4,4795,yes
8441,C,Ship,3,ok,142,6,medium,F,2,5748,yes
8442,F,Ship,3,worst,132,2,medium,M,2,4129,no
8443,D,Ship,3,excellent,252,2,high,M,4,4098,yes
8444,F,Ship,4,worst,243,3,high,F,5,5989,no
8445,A,Ship,6,good,281,3,low,F,7,5180,no
8446,B,Ship,3,excellent,142,2,low,M,6,5974,yes
8447,C,Ship,3,worst,209,2,low,F,2,4855,no
8448,F,Ship,3,ok,157,4,medium,F,7,4487,yes
8449,D,Ship,5,worst,267,3,low,M,7,5789,yes
8450,F,Ship,5,excellent,177,5,low,F,1,4379,yes
8451,A,Ship,4,ok,214,2,medium,F,6,4345,no
8452,B,Ship,4,ok,247,3,low,F,4,4962,yes
8453,C,Ship,3,worst,268,4,low,M,10,5226,yes
8454,F,Ship,5,ok,242,3,medium,F,6,5013,yes
8455,D,Ship,2,good,176,3,low,M,1,4509,no
8456,F,Ship,5,excellent,231,3,medium,F,10,5361,no
8457,A,Ship,3,excellent,124,2,medium,M,1,5709,yes
8458,B,Ship,3,bad,179,3,low,M,4,4102,yes
8459,C,Ship,4,ok,207,3,low,F,7,4220,yes
8460,F,Ship,4,bad,128,3,medium,M,7,5675,yes
8461,D,Ship,3,excellent,167,2,medium,F,8,5083,no
8462,F,Ship,3,bad,243,4,medium,M,5,4670,yes
8463,A,Ship,4,excellent,252,4,low,F,6,4983,no
8464,B,Ship,4,worst,202,2,medium,M,10,5428,yes
8465,C,Ship,4,ok,241,2,medium,M,3,4636,yes
8466,F,Ship,4,excellent,182,2,medium,F,10,5098,yes
8467,D,Ship,2,bad,156,3,low,F,5,5628,yes
8468,F,Road,4,good,266,3,low,F,6,5758,yes
8469,A,Road,4,worst,228,3,low,F,9,4678,no
8470,B,Road,4,excellent,210,4,low,M,3,5432,yes
8471,C,Road,3,excellent,135,2,medium,M,7,5331,no
8472,F,Road,4,excellent,248,2,medium,M,4,4789,yes
8473,D,Road,3,ok,227,3,medium,M,3,5644,no
8474,F,Road,3,bad,257,3,medium,M,2,5486,yes
8475,A,Road,4,excellent,199,3,low,M,2,4462,no
8476,B,Road,4,ok,232,2,low,M,1,5398,no
8477,C,Road,5,worst,258,6,low,F,7,4344,no
8478,F,Road,5,worst,268,3,medium,F,5,5663,no
8479,D,Road,3,good,260,5,low,M,2,4461,no
8480,F,Road,4,bad,190,2,medium,F,1,4020,yes
8481,A,Road,5,excellent,176,3,medium,F,8,5335,yes
8482,B,Road,3,bad,227,2,low,M,10,5401,no
8483,C,Road,6,good,150,5,medium,F,8,4709,no
8484,F,Road,3,bad,160,2,high,M,4,4376,no
8485,D,Road,6,ok,113,2,medium,F,4,5130,yes
8486,F,Road,5,worst,145,3,low,F,5,5019,no
8487,A,Road,4,good,206,3,low,M,2,5572,yes
8488,B,Road,3,worst,207,3,low,F,5,4643,yes
8489,C,Road,3,ok,133,2,medium,M,8,4241,no
8490,F,Flight,3,excellent,261,3,low,F,10,4224,yes
8491,D,Flight,4,worst,194,2,medium,F,1,4198,no
8492,F,Flight,3,worst,244,3,medium,M,6,4062,yes
8493,A,Flight,4,excellent,150,3,low,M,5,4512,no
8494,B,Flight,3,worst,267,2,low,M,7,4486,yes
8495,C,Flight,3,bad,251,2,medium,F,4,4074,no
8496,F,Flight,4,bad,185,3,low,M,8,4322,yes
8497,D,Flight,2,worst,112,5,low,F,1,4543,no
8498,F,Flight,3,bad,264,4,medium,M,1,4877,no
8499,A,Flight,5,good,274,3,low,M,1,5017,yes
8500,B,Flight,4,excellent,234,3,medium,F,10,4204,yes
8501,C,Flight,3,worst,157,2,medium,M,7,5560,no
8502,F,Flight,6,worst,247,6,medium,F,6,4691,no
8503,D,Flight,5,worst,179,2,high,M,8,5301,yes
8504,F,Flight,3,worst,202,2,medium,F,10,4412,yes
8505,A,Flight,4,bad,148,2,medium,M,3,4651,no
8506,B,Flight,5,worst,183,6,medium,F,2,5082,no
8507,C,Flight,3,bad,229,3,medium,M,9,4491,yes
8508,F,Flight,3,good,196,4,low,M,5,4749,yes
8509,D,Flight,3,ok,264,3,low,F,6,5482,yes
8510,F,Flight,3,bad,233,4,medium,M,1,5886,no
8511,A,Flight,3,worst,166,2,low,F,7,4375,no
8512,B,Ship,5,ok,185,2,low,M,2,5420,no
8513,C,Ship,3,excellent,184,3,low,F,2,4357,yes
8514,F,Ship,6,ok,98,6,low,M,9,4787,yes
8515,D,Ship,3,bad,177,2,high,F,7,4764,yes
8516,F,Ship,3,excellent,193,2,low,F,10,5776,no
